Open,High,Low,Close,Volume
7822.700195,7829.799805,7777.299805,7805.899902,146300
7824.799805,7890.25,7735.149902,7747,186500
7724.149902,7749,7697.25,7706.549805,199700
7731,7777.549805,7706.850098,7735.5,185100
7717.649902,7738.899902,7678.350098,7733.450195,163600
7755.25,7873.649902,7753.549805,7866.049805,160600
7873.549805,7896.899902,7837.700195,7887.799805,162000
7804.649902,7893.100098,7780.899902,7848.850098,214100
7871.450195,7916.049805,7849.649902,7900.399902,152700
7881,7881,7784.200195,7814.899902,179500
7831.200195,7873.899902,7772.149902,7860.75,205200
7896.850098,7940.100098,7879.700195,7890.75,183400
7846.75,7882.049805,7810.75,7870.149902,156400
7875.5,7876.200195,7766.799805,7783.399902,170400
7792.200195,7812.399902,7735.75,7749.700195,157000
7813.950195,7820.600098,7722.200195,7731.049805,172000
7738.049805,7761.549805,7715.799805,7748.850098,147000
7811.799805,7941.200195,7809.299805,7934.899902,176200
7974.450195,8083,7948.5,8069.649902,264300
8081.950195,8164.200195,8077.049805,8156.649902,260900
8166.5,8200,8150.799805,8178.5,247400
8209.849609,8213.599609,8134.299805,8160.100098,471000
8179.200195,8215.349609,8171.049805,8179.950195,194400
8156.899902,8229.5,8154.75,8218.950195,181700
8246.200195,8262,8209.849609,8220.799805,379000
8228.75,8234.700195,8186.049805,8201.049805,171600
8235.549805,8294.950195,8216.400391,8266.450195,241900
8285.5,8288.900391,8252.049805,8273.049805,174300
8273.349609,8273.349609,8184.600098,8203.599609,174900
8180.25,8265.599609,8162.850098,8170.049805,182200
8102.25,8125.25,8063.899902,8110.600098,169700
8134.399902,8134.950195,8069.5,8108.850098,145500
8139.399902,8213.200195,8123.149902,8206.599609,169800
8180.649902,8180.649902,8074.450195,8140.75,189200
8176.649902,8195.25,8135.799805,8170.200195,166600
8115.75,8244.150391,8107.350098,8238.5,168600
8255.400391,8257.25,8202.150391,8219.900391,137000
8213.650391,8238.349609,8153.25,8203.700195,136100
8201.150391,8285.599609,8188.299805,8270.450195,154100
8029.100098,8100.700195,7927.049805,8088.600098,297600
8039.350098,8120.649902,8039.350098,8094.700195,162500
8096.049805,8146.350098,8086.850098,8127.850098,170400
8173.100098,8212.400391,8157.649902,8204,147000
8260.25,8308.150391,8242.099609,8287.75,279400
8313.049805,8356.75,8308.650391,8328.349609,165500
8376.75,8398.450195,8364.700195,8370.700195,154200
8379.299805,8381.450195,8319.950195,8335.950195,139000
8342,8361.950195,8317.700195,8337.900391,155500
8350,8353.299805,8287.549805,8323.200195,137900
8413.349609,8475.25,8407.049805,8467.900391,149800
8502.599609,8526.599609,8479.200195,8521.049805,183600
8540.450195,8550.25,8493.549805,8519.5,195500
8515.75,8571.400391,8500.700195,8565,153900
8565.450195,8594.799805,8510.049805,8541.400391,221700
8564.049805,8587.099609,8494.349609,8508.700195,164300
8514.299805,8540.049805,8476.700195,8528.549805,167900
8515.450195,8569.900391,8512.549805,8565.849609,160300
8582.700195,8585.25,8503.450195,8510.099609,150000
8519.650391,8548.950195,8489.799805,8541.200195,143200
8519.950195,8641.150391,8517.200195,8635.650391,150000
8633.75,8644.900391,8577.150391,8590.650391,154800
8599.400391,8665,8572.049805,8615.799805,184100
8636.950195,8674.700195,8625.25,8666.299805,233500
8668.299805,8670.349609,8631.150391,8638.5,157000
8654.299805,8711.299805,8590.5,8636.549805,188400
