Date,Open,High,Low,Close,Adj Close,Volume
13-05-2016,7881,7881,7784.200195,7814.899902,7814.899902,179500
16-05-2016,7831.200195,7873.899902,7772.149902,7860.75,7860.75,205200
17-05-2016,7896.850098,7940.100098,7879.700195,7890.75,7890.75,183400
18-05-2016,7846.75,7882.049805,7810.75,7870.149902,7870.149902,156400
19-05-2016,7875.5,7876.200195,7766.799805,7783.399902,7783.399902,170400
20-05-2016,7792.200195,7812.399902,7735.75,7749.700195,7749.700195,157000
23-05-2016,7813.950195,7820.600098,7722.200195,7731.049805,7731.049805,172000
24-05-2016,7738.049805,7761.549805,7715.799805,7748.850098,7748.850098,147000
25-05-2016,7811.799805,7941.200195,7809.299805,7934.899902,7934.899902,176200
26-05-2016,7974.450195,8083,7948.5,8069.649902,8069.649902,264300
27-05-2016,8081.950195,8164.200195,8077.049805,8156.649902,8156.649902,260900
30-05-2016,8166.5,8200,8150.799805,8178.5,8178.5,247400
31-05-2016,8209.849609,8213.599609,8134.299805,8160.100098,8160.100098,471000
01-06-2016,8179.200195,8215.349609,8171.049805,8179.950195,8179.950195,194400
02-06-2016,8156.899902,8229.5,8154.75,8218.950195,8218.950195,181700
03-06-2016,8246.200195,8262,8209.849609,8220.799805,8220.799805,379000
06-06-2016,8228.75,8234.700195,8186.049805,8201.049805,8201.049805,171600
07-06-2016,8235.549805,8294.950195,8216.400391,8266.450195,8266.450195,241900
08-06-2016,8285.5,8288.900391,8252.049805,8273.049805,8273.049805,174300
09-06-2016,8273.349609,8273.349609,8184.600098,8203.599609,8203.599609,174900
10-06-2016,8180.25,8265.599609,8162.850098,8170.049805,8170.049805,182200
13-06-2016,8102.25,8125.25,8063.899902,8110.600098,8110.600098,169700
14-06-2016,8134.399902,8134.950195,8069.5,8108.850098,8108.850098,145500
15-06-2016,8139.399902,8213.200195,8123.149902,8206.599609,8206.599609,169800
16-06-2016,8180.649902,8180.649902,8074.450195,8140.75,8140.75,189200
17-06-2016,8176.649902,8195.25,8135.799805,8170.200195,8170.200195,166600
20-06-2016,8115.75,8244.150391,8107.350098,8238.5,8238.5,168600
21-06-2016,8255.400391,8257.25,8202.150391,8219.900391,8219.900391,137000
22-06-2016,8213.650391,8238.349609,8153.25,8203.700195,8203.700195,136100
23-06-2016,8201.150391,8285.599609,8188.299805,8270.450195,8270.450195,154100
24-06-2016,8029.100098,8100.700195,7927.049805,8088.600098,8088.600098,297600
27-06-2016,8039.350098,8120.649902,8039.350098,8094.700195,8094.700195,162500
28-06-2016,8096.049805,8146.350098,8086.850098,8127.850098,8127.850098,170400
29-06-2016,8173.100098,8212.400391,8157.649902,8204,8204,147000
30-06-2016,8260.25,8308.150391,8242.099609,8287.75,8287.75,279400
01-07-2016,8313.049805,8356.75,8308.650391,8328.349609,8328.349609,165500
04-07-2016,8376.75,8398.450195,8364.700195,8370.700195,8370.700195,154200
05-07-2016,8379.299805,8381.450195,8319.950195,8335.950195,8335.950195,139000
07-07-2016,8342,8361.950195,8317.700195,8337.900391,8337.900391,155500
08-07-2016,8350,8353.299805,8287.549805,8323.200195,8323.200195,137900
11-07-2016,8413.349609,8475.25,8407.049805,8467.900391,8467.900391,149800
12-07-2016,8502.599609,8526.599609,8479.200195,8521.049805,8521.049805,183600
13-07-2016,8540.450195,8550.25,8493.549805,8519.5,8519.5,195500
14-07-2016,8515.75,8571.400391,8500.700195,8565,8565,153900
15-07-2016,8565.450195,8594.799805,8510.049805,8541.400391,8541.400391,221700
18-07-2016,8564.049805,8587.099609,8494.349609,8508.700195,8508.700195,164300
19-07-2016,8514.299805,8540.049805,8476.700195,8528.549805,8528.549805,167900
